RESPNUM,CCGID,RUNID,INTDATE,DAY,GATE,BAREA,STRATA,PEAK,METHOD,SAQ,AIRLINE,DESTINATION,FLIGHT,AIRLINE_CODE,DEST_CODE,DESTGEO,DESTMARK,ARRTIME,DEPTIME,Q2PURP1,Q2PURP2,Q2PURP3,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3PARK,Q4BAGS,Q4STORE,Q4FOOD,Q4WIFI,Q5TIMESFLOWN,Q5FIRSTTIME,Q6LONGUSE,Q7ART,Q7FOOD,Q7STORE,Q7SIGN,Q7WALKWAYS,Q7SCREENS,Q7INFODOWN,Q7INFOUP,Q7WIFI,Q7ROADS,Q7PARK,Q7AIRTRAIN,Q7LTPARKING,Q7RENTAL,Q7ALL,Q8COM1,Q8COM2,Q8COM3,Q8COM4,Q8COM5,Q9BOARDING,Q9AIRTRAIN,Q9RENTAL,Q9FOOD,Q9RESTROOM,Q9ALL,Q9COM1,Q9COM2,Q9COM3,Q10SAFE,Q10COM1,Q10COM2,Q10COM3,Q11TSAPRE,Q12PRECHEKCRATE,Q12COM1,Q12COM2,Q12COM3,Q13COUNTY,Q13GETRATE,Q14FIND,Q14PASSTHRU,Q15PROBLEM,Q15COM1,Q15COM2,Q15COM3,NETPRO,Q16LIVE,Q17ZIP,Q17COUNTRY,HOME,Q19AGE,Q20GENDER,Q21INCOME,Q22FLY,Q23SJC,Q23OAK,LANG,WEIGHT,Hi,HOWLONG,Q17CITY,Q17STATE
61,660,258,14,SUN,59,D,2,1,1,2,VIRGIN AMERICA,CHICAGO-O'HARE,204,30,13,3,4,9:00:00,12/31/1899 11:40:00 AM,2,,,4,,,,1,2,1,1,1,2,1,6,3,6,4,4,4,4,4,5,6,6,6,6,6,4,0,,,,,5,6,6,5,4,4,0,,,4,0,,,1,3,0,,,5,3,4,4,2,,,,8,3,,AUSTRALIA,19,2,2,0,2,2,2,1,1.4778779661,,160,,
62,661,258,14,SUN,59,D,2,1,1,2,VIRGIN AMERICA,CHICAGO-O'HARE,204,30,13,3,4,10:15 AM,12/31/1899 11:40:00 AM,2,3,,2,,,,1,1,1,2,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,,,,,5,5,5,5,5,5,0,,,5,1,,,0,,,,,1,5,5,5,2,,,,10,1,94621,US,3,2,1,1,3,2,2,1,1.4778779661,,85,OAKLAND,CA
64,730,295,17,WED,58,D,1,2,1,1,AMERICAN,LOS ANGELES,6043,8,34,1,4,5:00:00,12/31/1899 07:00:00 AM,2,,,2,,,,2,2,2,2,1,1,4,5,5,6,5,6,4,6,6,6,4,6,6,6,6,4,3,,,,,4,6,6,4,4,4,0,,,4,0,,,1,5,2,,,7,4,5,4,2,,,,8,3,46143,US,11,6,1,1,2,1,2,1,1.0380333333,,120,GREENWOOD,IN
65,731,295,17,WED,58,D,1,2,1,1,AMERICAN,LOS ANGELES,6043,8,34,1,4,6:00:00,12/31/1899 07:00:00 AM,1,,,4,,,,2,2,1,2,6,2,4,5,5,5,5,5,5,6,6,3,4,6,4,6,4,4,18,,,,,5,4,4,4,4,4,0,,,5,16,,,1,4,19,,,6,5,5,5,2,,,,9,1,94070,US,2,5,1,4,1,1,2,1,1.0380333333,,60,SAN CARLOS,CA
66,732,295,17,WED,58,D,1,2,1,1,AMERICAN,LOS ANGELES,6043,8,34,1,4,5:00:00,12/31/1899 07:00:00 AM,1,,,9,,,,1,1,2,2,1,1,4,4,4,5,4,5,4,3,3,4,4,6,2,6,3,4,74,,,,,4,3,3,4,4,4,0,,,3,6,,,1,3,4,,,6,5,4,3,2,,,,8,3,33469,US,12,6,1,1,1,2,2,1,1.0380333333,,120,JUPITER,FL
67,733,295,17,WED,58,D,1,2,1,2,AMERICAN,LOS ANGELES,6043,8,34,1,4,5:00:00,12/31/1899 07:00:00 AM,1,,,5,,,,2,2,2,2,3,1,3,4,4,4,3,4,4,4,4,3,2,3,3,6,6,4,0,,,,,5,5,5,5,5,5,0,,,5,0,,,1,4,0,,,5,4,4,4,2,,,,8,3,33064,US,12,4,1,4,1,2,2,1,1.0380333333,,120,MIAMI,FL
68,734,295,17,WED,58,D,1,2,1,2,AMERICAN,LOS ANGELES,6043,8,34,1,4,6:00:00,12/31/1899 07:00:00 AM,1,,,1,,,4,2,2,1,1,5,1,4,5,5,5,5,5,5,5,5,5,3,3,6,6,6,4,0,,,,,5,6,6,5,5,5,0,,,5,0,,,2,,,,,5,5,5,5,2,,,,10,3,90265,US,10,5,1,4,1,1,1,1,1.0380333333,,60,MALIBU,CA
408,294,182,9,TUE,70,F,3,2,1,2,UNITED,PITTSBURGH,283,28,50,2,2,21:00:00,12/31/1899 10:30:00 PM,2,,,5,,,,1,2,1,2,2,1,3,5,5,5,5,5,5,5,5,5,4,4,4,6,6,5,0,,,,,3,6,6,0,5,5,0,,,5,1,,,2,,,,,0,0,5,5,2,,,,9,2,,,91,4,2,0,4,2,1,1,1.6329600946,,90,,
69,735,295,17,WED,58,D,1,2,1,2,AMERICAN,LOS ANGELES,6043,8,34,1,4,5:10 AM,12/31/1899 07:00:00 AM,1,,,2,,,,2,2,2,2,4,1,2,4,4,4,5,5,4,4,4,5,4,4,5,6,4,4,0,,,,,5,5,4,4,5,5,0,,,5,0,,,1,4,4,,,5,5,4,4,2,,,,9,1,94080,US,2,6,1,4,2,2,2,1,1.0380333333,,110,SOUTH SAN FRANCISCO,CA
70,736,295,17,WED,58,D,1,2,1,2,AMERICAN,LOS ANGELES,6043,8,34,1,4,5:30 AM,12/31/1899 07:00:00 AM,3,,,5,,,,1,2,1,1,2,1,3,5,5,5,5,5,5,5,5,5,5,6,6,6,6,5,0,,,,,5,6,6,5,5,5,0,,,5,0,,,1,1,2,,,5,5,5,5,2,,,,10,3,,INDIA,16,6,1,4,3,2,2,1,1.0380333333,,90,PANAJI,
71,737,295,17,WED,58,D,1,2,1,2,AMERICAN,LOS ANGELES,6043,8,34,1,4,5:30 AM,12/31/1899 07:00:00 AM,2,,,5,,,,2,2,1,2,5,1,2,4,4,4,4,4,3,3,3,4,3,6,4,6,6,4,0,,,,,5,3,6,4,4,4,0,,,4,0,,,1,5,1,,,5,5,4,5,2,,,,10,1,94109,US,1,3,2,3,1,2,1,1,1.0380333333,,90,SAN FRANCISCO,CA
72,738,295,17,WED,58,D,1,2,1,2,AMERICAN,LOS ANGELES,6043,8,34,1,4,5:50 AM,12/31/1899 07:00:00 AM,1,,,3,,,,2,2,1,2,3,1,1,3,3,2,3,3,3,3,3,4,3,6,6,6,6,3,51,151,,,,4,6,6,2,3,3,0,,,3,0,,,2,,,,,11,6,4,2,2,,,,5,3,,CHINA,16,3,2,3,2,2,2,3,1.0380333333,,70,,
73,739,295,17,WED,58,D,1,2,1,2,AMERICAN,LOS ANGELES,6043,8,34,1,4,N,12/31/1899 07:00:00 AM,3,,,2,,,,1,2,2,2,3,1,4,4,4,4,5,5,5,3,4,1,2,2,4,6,6,4,0,,,,,5,5,6,4,4,4,0,,,5,0,,,1,5,0,,,6,3,4,4,2,,,,9,1,94030,US,2,6,2,2,2,2,2,4,1.0380333333,,,MILLBRAE,CA
74,740,295,17,WED,58,D,1,2,1,2,AMERICAN,LOS ANGELES,6043,8,34,1,4,N,12/31/1899 07:00:00 AM,4,,,2,,,,1,1,1,1,1,2,1,3,4,2,3,4,3,3,3,4,6,6,4,6,6,4,0,,,,,4,4,6,4,4,4,0,,,4,16,,,2,,,,,7,4,4,4,2,,,,8,3,,JAPAN,16,4,1,1,2,2,2,1,1.0380333333,,,TOKYO,
75,750,303,17,WED,41,C,1,1,1,1,DELTA,SALT LAKE CITY,2554,15,54,1,2,8:00:00,12/31/1899 10:20:00 AM,2,,,5,,,,2,2,2,2,2,1,2,2,2,2,5,5,5,4,4,4,3,4,4,3,3,4,62,,,,,4,4,4,4,4,4,0,,,4,3,,,2,,,,,1,4,5,5,2,,,,8,1,94587,US,3,4,2,2,2,1,2,1,1.3045777778,,140,UNION CITY,CA
76,751,303,17,WED,41,C,1,1,1,1,DELTA,SALT LAKE CITY,2554,15,54,1,2,7:30 AM,12/31/1899 10:20:00 AM,1,,,5,,,,2,2,1,1,3,2,3,2,2,3,3,3,3,2,2,3,2,3,2,3,3,3,3,6,,,,2,2,6,2,2,2,0,,,3,11,,,2,,,,,3,3,3,3,2,,,,6,3,84115,US,10,4,2,3,2,2,2,1,1.3045777778,,170,SALT LAKE CITY,UT
77,752,303,17,WED,41,C,1,1,1,1,DELTA,SALT LAKE CITY,2554,15,54,1,2,8:15 AM,12/31/1899 10:20:00 AM,2,,,2,,,,1,1,1,2,1,1,2,2,2,2,2,2,3,3,3,3,4,3,3,4,4,3,31,32,14,,,4,4,3,3,4,4,0,,,3,11,,,2,,,,,5,4,3,3,2,,,,7,1,94110,US,1,5,1,3,2,1,1,1,1.3045777778,,125,SAN FRANCISCO,CA
78,753,303,17,WED,41,C,1,1,1,1,DELTA,SALT LAKE CITY,2554,15,54,1,2,8:00:00,12/31/1899 10:20:00 AM,1,,,5,,,,2,1,1,2,4,1,4,3,3,3,4,4,4,3,3,3,4,4,3,3,4,4,102,,,,,4,4,4,4,4,4,0,,,4,4,,,2,,,,,6,4,4,4,2,,,,7,1,94010,US,2,5,1,3,1,2,2,1,1.3045777778,,140,BURLINGAME,CA
79,754,303,17,WED,41,C,1,1,1,2,DELTA,SALT LAKE CITY,2554,15,54,1,2,8:15 AM,12/31/1899 10:20:00 AM,3,,,2,,,,1,2,1,2,1,1,4,5,4,6,4,6,4,6,6,6,5,6,6,6,6,4,0,,,,,4,6,6,6,6,4,0,,,5,0,,,2,,,,,5,4,4,4,2,,,,8,3,83642,US,10,5,2,4,2,1,2,1,1.3045777778,,125,MERIDIAN,ID
80,755,303,17,WED,41,C,1,1,1,2,DELTA,SALT LAKE CITY,2554,15,54,1,2,8:30 AM,12/31/1899 10:20:00 AM,2,,,2,,,,1,1,2,1,1,2,1,4,4,4,4,4,4,4,4,5,3,6,6,6,6,4,0,,,,,4,6,6,6,4,4,0,,,5,0,,,2,,,,,5,4,5,5,2,,,,10,3,,UK,15,5,2,4,2,2,2,1,1.3045777778,,110,LIVERPOOL,
81,784,296,17,WED,58,D,1,1,1,1,AMERICAN,DALLAS-FT. WORTH,1164,8,15,3,4,5:15 AM,12/31/1899 08:00:00 AM,1,,,4,,,,1,1,1,2,2,1,2,4,4,4,5,4,3,6,6,5,6,6,6,6,6,4,1,3,,,,5,6,6,5,4,5,0,,,4,6,,,1,5,1,,,6,5,5,5,2,,,,10,3,75033,US,11,5,2,3,2,2,2,1,1.0380333333,,165,DALLAS,TX
82,719,294,17,WED,45,C,1,2,1,1,AMERICAN,CHARLOTTE,704,8,11,2,4,4:00:00,12/31/1899 06:00:00 AM,6,,,4,,,,2,2,1,2,2,1,1,6,3,6,4,6,6,6,6,6,4,6,4,6,6,4,11,,,,,4,6,6,4,4,4,0,,,3,12,,,2,,,,,5,5,5,4,2,,,,6,3,30173,US,12,5,1,2,2,2,2,1,1.0380333333,,120,ATLANTA,GA
83,756,303,17,WED,41,C,1,1,1,2,DELTA,SALT LAKE CITY,2554,15,54,1,2,8:15 AM,12/31/1899 10:20:00 AM,2,,,9,,,,1,2,1,2,2,1,3,6,3,3,4,6,4,6,6,6,3,6,3,6,3,3,58,,,,,3,3,3,6,4,3,0,,,3,6,,,2,,,,,9,2,4,4,2,,,,7,3,59860,US,10,4,2,4,2,2,1,1,1.3045777778,,125,POLSON,MT
84,757,303,17,WED,41,C,1,1,1,2,DELTA,SALT LAKE CITY,2554,15,54,1,2,9:00:00,12/31/1899 10:20:00 AM,2,,,5,,,,2,1,1,2,3,1,4,3,3,4,4,4,4,6,6,6,3,3,3,6,3,4,0,,,,,5,5,5,4,4,4,0,,,4,1,,,1,5,1,,,5,5,5,5,2,,,,10,3,84660,US,10,6,1,4,2,1,2,1,1.3045777778,,80,SALT LAKE CITY,UT
611,599,273,15,MON,1,A,1,3,1,2,VOLARIS,GUADALAJARA,887,40,23,4,2,8:00:00,12/31/1899 10:41:00 AM,10,,,1,,,3,1,2,1,1,2,1,1,5,3,3,3,3,3,3,3,4,5,5,4,0,0,4,0,,,,,5,0,0,5,0,5,0,,,0,0,,,0,,,,,1,0,0,0,0,,,,10,1,,US,3,6,4,1,2,2,4,2,0.4545549296,,161,HAYWARD,CA
85,785,296,17,WED,58,D,1,1,1,1,AMERICAN,DALLAS-FT. WORTH,1164,8,15,3,4,6:50 AM,12/31/1899 08:00:00 AM,1,,,6,,,,2,1,1,2,3,1,3,5,4,4,5,5,5,4,4,5,6,6,5,6,6,4,3,,,,,5,5,6,5,5,4,0,,,5,3,,,1,4,4,,,1,4,5,5,2,,,,10,3,75218,US,11,6,1,3,2,2,2,1,1.0380333333,,70,DALLAS,TX
86,720,294,17,WED,45,C,1,2,1,1,AMERICAN,CHARLOTTE,704,8,11,2,4,3:30 AM,12/31/1899 06:00:00 AM,3,,,2,,,,2,2,2,1,1,1,4,5,5,5,5,5,5,6,6,5,5,6,6,6,6,5,1,,,,,5,6,6,6,5,5,0,,,5,1,,,2,,,,,34,5,5,5,2,,,,10,3,95341,US,10,4,2,3,2,1,1,1,1.0380333333,,150,MERCED,CA
87,758,303,17,WED,41,C,1,1,1,2,DELTA,SALT LAKE CITY,2554,15,54,1,2,9:00:00,12/31/1899 10:20:00 AM,2,,,3,,,,2,1,2,1,1,2,1,5,6,5,5,5,5,6,6,5,6,6,6,6,6,5,0,,,,,4,6,6,6,5,5,0,,,5,16,,,2,,,,,11,5,5,6,2,,,,10,3,84660,US,10,3,2,2,2,2,2,1,1.3045777778,,80,SPANISH FORK,UT
88,721,294,17,WED,45,C,1,2,1,1,AMERICAN,CHARLOTTE,704,8,11,2,4,4:30 AM,12/31/1899 06:00:00 AM,3,,,2,,,,1,2,2,2,2,1,2,5,5,5,5,5,5,5,5,6,5,6,6,6,6,5,1,,,,,5,6,6,5,5,5,0,,,5,16,,,1,2,4,,,9,5,5,4,2,,,,10,3,30701,US,12,3,1,2,2,2,1,1,1.0380333333,,90,CALHOUN,GA
89,759,303,17,WED,41,C,1,1,1,2,DELTA,SALT LAKE CITY,2554,15,54,1,2,8:45 AM,12/31/1899 10:20:00 AM,2,,,2,,,,2,1,2,2,4,1,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,5,1,,,,,5,6,6,5,5,5,1,,,5,0,,,1,5,0,,,6,3,5,5,2,,,,10,1,94015,US,2,7,2,2,1,2,2,1,1.3045777778,,95,DALY CITY,CA
90,722,294,17,WED,45,C,1,2,1,1,AMERICAN,CHARLOTTE,704,8,11,2,4,3:45 AM,12/31/1899 06:00:00 AM,1,,,5,,,,1,2,2,2,1,1,4,3,4,4,5,4,4,6,6,6,6,6,6,6,6,4,1,22,,,,5,6,6,4,5,4,0,,,4,11,,,1,1,1,,,5,5,5,5,2,,,,10,3,22932,US,12,4,2,4,1,2,2,1,1.0380333333,,135,CHARLOTTESVILLE,VA
91,723,294,17,WED,45,C,1,2,1,2,AMERICAN,CHARLOTTE,704,8,11,2,4,4:30 AM,12/31/1899 06:00:00 AM,3,,,1,,,4,1,1,2,2,3,1,4,5,4,4,4,4,4,6,6,6,3,4,6,6,6,4,0,,,,,4,6,6,4,5,4,0,,,5,0,,,1,5,2,,,9,5,5,4,2,,,,9,1,94928,US,7,6,1,2,2,1,1,1,1.0380333333,,90,ROHNERT PARK,CA
92,760,303,17,WED,41,C,1,1,1,2,DELTA,SALT LAKE CITY,2554,15,54,1,2,8:45 AM,12/31/1899 10:20:00 AM,5,,,2,,,,1,2,2,1,1,2,1,6,6,6,5,6,5,6,6,5,5,6,6,6,6,5,0,,,,,5,6,6,6,5,5,0,,,5,0,,,2,,,,,6,4,5,4,2,,,,9,3,,PHILIPPINES,16,6,2,1,2,2,2,1,1.3045777778,,95,MANILA,
93,724,294,17,WED,45,C,1,2,1,2,AMERICAN,CHARLOTTE,704,8,11,2,4,4:20 AM,12/31/1899 06:00:00 AM,1,,,2,,,,1,2,1,2,4,1,4,4,3,3,3,4,4,2,3,2,2,4,4,2,4,4,0,,,,,4,4,4,4,4,4,0,,,4,0,,,2,,,,,1,5,5,4,2,,,,8,1,94501,US,3,4,1,4,3,2,1,1,1.0380333333,,100,ALAMEDA,CA
94,761,303,17,WED,41,C,1,1,1,2,DELTA,SALT LAKE CITY,2554,15,54,1,2,8:20 AM,12/31/1899 10:20:00 AM,1,,,6,,,,2,2,1,1,1,2,1,6,3,6,5,4,5,6,6,3,6,6,5,6,6,4,11,,,,,5,5,6,5,4,5,0,,,5,0,,,2,,,,,5,5,5,5,2,,,,9,3,84606,US,10,3,1,2,2,2,2,1,1.3045777778,,120,PROVO,UT
95,725,294,17,WED,45,C,1,2,1,2,AMERICAN,CHARLOTTE,704,8,11,2,4,4:30 AM,12/31/1899 06:00:00 AM,1,,,2,,,,1,1,0,0,3,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Blank,42,,,,,5,0,0,0,4,5,0,,,3,6,,,2,,,,,2,0,5,0,2,,,,11,1,94707,US,3,6,2,1,3,4,1,1,1.0380333333,,90,BERKELEY,CA
96,762,303,17,WED,41,C,1,1,1,2,DELTA,SALT LAKE CITY,2554,15,54,1,2,8:10 AM,12/31/1899 10:20:00 AM,2,,,2,,,,1,1,2,2,1,2,1,5,6,4,5,5,5,5,5,5,5,6,6,6,6,5,0,,,,,5,6,6,6,5,5,0,,,5,0,,,2,,,,,5,4,5,5,2,,,,10,3,84651,US,10,5,2,2,2,2,2,1,1.3045777778,,130,PAYSON,UT
97,726,294,17,WED,45,C,1,2,1,2,AMERICAN,CHARLOTTE,704,8,11,2,4,4:45 AM,12/31/1899 06:00:00 AM,1,,,5,,,,2,2,2,2,5,1,4,5,3,3,5,5,3,2,2,1,5,5,5,6,5,4,0,,,,,5,5,5,5,3,4,0,,,2,0,,,2,,,,,6,5,5,5,2,,,,10,3,33991,US,12,4,1,2,1,1,1,1,1.0380333333,,75,CAPE CORAL,FL
98,727,294,17,WED,45,C,1,2,1,2,AMERICAN,CHARLOTTE,704,8,11,2,4,8:50:00,12/31/1899 06:00:00 AM,2,,,3,,,,1,0,1,1,1,1,4,4,3,4,4,4,3,4,4,5,6,6,6,6,6,4,0,,,,,4,6,6,3,3,3,0,,,4,0,,,2,,,,,11,6,4,4,2,,,,8,3,,,99,5,4,0,4,2,2,1,1.0380333333,,890,,
99,728,294,17,WED,45,C,1,2,1,2,AMERICAN,CHARLOTTE,704,8,11,2,4,2:30 AM,12/31/1899 06:00:00 AM,3,,,1,,,0,1,2,2,3,1,2,0,3,6,6,4,3,4,4,4,6,3,3,6,4,6,4,8,,,,,4,6,6,6,4,4,0,,,4,0,,,3,,,,,34,0,3,3,2,,,,9,3,95341,US,10,4,2,2,2,2,2,1,1.0380333333,,210,MERCED,CA
100,729,294,17,WED,45,C,1,2,1,2,AMERICAN,CHARLOTTE,704,8,11,2,4,4:15 AM,12/31/1899 06:00:00 AM,3,,,2,,,,1,1,2,1,3,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,,,,,4,4,4,4,4,4,0,,,4,0,,,1,1,0,,,2,4,4,4,2,,,,8,1,94804,US,5,7,1,3,2,2,1,1,1.0380333333,,105,RICHMOND,CA
101,741,288,16,TUE,92,G,1,3,1,1,AIR CANADA,MONTREAL,760,3,40,4,2,7:45 AM,12/31/1899 09:30:00 AM,3,,,2,,,,2,1,1,1,3,1,4,3,4,4,4,5,5,6,6,5,4,4,4,6,6,4,18,,,,,5,4,6,5,5,4,0,,,5,1,3,,2,,,,,1,2,3,5,2,,,,10,1,94704,US,3,2,1,1,2,2,1,1,0.2847177143,,105,BERKELEY,CA
102,742,288,16,TUE,92,G,1,3,1,1,AIR CANADA,MONTREAL,760,3,40,4,2,7:30 AM,12/31/1899 09:30:00 AM,1,,,3,,,,1,2,2,2,1,2,1,5,3,6,2,4,6,6,6,6,6,6,6,6,6,4,103,,,,,5,6,6,5,5,5,0,,,3,11,,,2,,,,,11,5,3,3,2,,,,10,3,,NEW ZEALAND,19,5,2,0,1,2,2,1,0.2847177143,,120,WELLINGTON,
103,743,288,16,TUE,92,G,1,3,1,1,AIR CANADA,MONTREAL,760,3,40,4,2,4:30 AM,12/31/1899 09:30:00 AM,3,,,2,,,,2,2,2,2,2,1,4,5,4,4,5,3,5,6,6,6,5,6,6,6,6,5,60,,,,,5,6,6,6,5,5,0,,,3,14,,,2,,,,,15,2,4,5,1,1,5,,10,2,95355,US,10,7,2,2,2,2,2,1,0.2847177143,,300,MODESTO,CA
104,744,288,16,TUE,92,G,1,3,1,1,AIR CANADA,MONTREAL,760,3,40,4,2,6:00:00,12/31/1899 09:30:00 AM,1,,,5,,,,2,2,1,2,3,1,2,6,4,4,4,5,5,6,6,6,5,6,4,6,4,4,204,,,,,5,5,5,5,3,5,0,,,5,4,,,2,,,,,7,4,5,5,1,31,,,10,1,94041,US,4,3,1,4,2,2,2,1,0.2847177143,,210,MOUNTAIN VIEW,CA
105,745,288,16,TUE,92,G,1,3,1,1,AIR CANADA,MONTREAL,760,3,40,4,2,7:00:00,12/31/1899 09:30:00 AM,2,,,6,,,,1,2,2,1,1,2,1,4,4,3,5,5,4,3,3,5,5,6,6,6,6,4,32,56,,,,5,6,6,5,5,5,0,,,4,4,,,2,,,,,5,5,4,5,1,5,,,9,3,,CANADA,13,3,2,1,2,2,2,1,0.2847177143,,150,QUEBEC CITY,QC
106,746,288,16,TUE,92,G,1,3,1,2,AIR CANADA,MONTREAL,760,3,40,4,2,7:30 AM,12/31/1899 09:30:00 AM,3,,,8,,,,1,1,1,1,1,2,1,4,6,6,4,4,4,6,6,5,5,6,6,6,6,4,0,,,,,5,6,6,6,6,4,0,,,4,0,,,2,,,,,5,0,5,5,2,,,,9,3,,CANADA,13,7,1,2,2,2,2,1,0.2847177143,,120,OTTAWA,ON
107,747,288,16,TUE,92,G,1,3,1,2,AIR CANADA,MONTREAL,760,3,40,4,2,7:00:00,12/31/1899 09:30:00 AM,3,,,2,,,,2,1,2,2,2,1,4,4,3,3,4,4,4,6,6,4,6,6,6,6,4,4,76,,,,,4,6,6,4,4,4,0,,,4,1,,,1,5,1,,,7,4,4,3,2,,,,9,1,95032,US,4,7,1,4,2,1,2,1,0.2847177143,,150,LOS GATOS,CA
108,748,288,16,TUE,92,G,1,3,1,2,AIR CANADA,MONTREAL,760,3,40,4,2,7:00:00,12/31/1899 09:30:00 AM,3,,,2,,,,1,2,1,1,2,2,1,4,3,3,4,4,4,6,6,3,4,6,6,6,3,4,0,,,,,4,6,3,3,4,4,0,,,5,0,,,2,,,,,7,4,5,5,2,,,,9,3,,CANADA,13,3,1,2,2,1,2,1,0.2847177143,,150,OTTAWA,ON
109,749,288,16,TUE,92,G,1,3,1,2,AIR CANADA,MONTREAL,760,3,40,4,2,7:15 AM,12/31/1899 09:30:00 AM,5,,,5,,,,2,2,1,1,1,1,3,3,3,3,3,4,4,3,3,5,4,6,6,4,6,4,0,,,,,5,6,6,5,5,5,0,,,3,6,,,2,,,,,1,2,5,5,2,,,,7,1,94605,US,3,4,4,2,2,4,1,1,0.2847177143,,135,OAKLAND,CA
110,709,280,15,MON,25,B,1,1,1,1,SOUTHWEST,BURBANK,1693,25,8,1,1,9:20,12/31/1899 10:35:00 AM,2,3,,2,,,,2,2,1,1,4,1,3,3,3,3,4,3,6,6,4,3,6,6,6,6,4,4,102,105,,,,4,6,6,3,4,4,0,,,5,16,,,2,,,,,5,3,5,5,2,,,,9,3,90036,US,10,3,2,2,2,2,1,1,1.1156485207,,75,LOS ANGELES,CA
111,710,288,15,TUE,92,G,1,3,1,1,AIR CANADA,MONTREAL,760,3,40,4,2,8:35,12/31/1899 09:30:00 AM,2,,,5,,,,2,2,1,1,1,1,4,4,4,4,5,6,5,5,5,5,6,6,6,6,6,5,14,,,,,4,6,6,5,4,4,0,,,5,3,,,1,4,1,,,5,3,5,5,2,,,,10,3,91106,US,10,6,2,4,2,2,2,1,0.2847177143,,55,PASADENA,CA
112,711,280,15,MON,25,B,1,1,1,1,SOUTHWEST,BURBANK,1693,25,8,1,1,9:00:00,12/31/1899 10:35:00 AM,7,,,5,,,,1,2,1,2,3,1,4,4,4,6,5,5,5,6,6,5,5,6,6,6,4,5,22,109,,,,5,6,5,4,4,4,0,,,5,1,,,1,5,1,,,5,4,5,5,2,,,,10,3,93003,US,10,7,1,4,2,2,2,1,1.1156485207,,95,VENTURA,CA
113,786,296,17,WED,58,D,1,1,1,2,AMERICAN,DALLAS-FT. WORTH,1164,8,15,3,4,6:30 AM,12/31/1899 08:00:00 AM,3,,,5,,,,1,2,1,1,3,1,4,4,4,6,4,4,5,5,5,5,5,6,5,6,6,4,0,,,,,5,5,6,4,5,4,0,,,5,0,,,1,4,4,,,5,4,4,3,2,,,,8,1,94122,US,1,7,1,3,2,2,1,1,1.0380333333,,90,SAN FRANCISCO,CA
114,787,296,17,WED,58,D,1,1,1,2,AMERICAN,DALLAS-FT. WORTH,1164,8,15,3,4,5:55 AM,12/31/1899 08:00:00 AM,1,,,9,,,,1,1,2,1,1,2,1,5,5,5,5,5,5,5,5,5,5,6,5,6,5,5,0,,,,,5,5,5,6,6,5,0,,,5,1,,,1,5,1,,,5,5,5,5,2,,,,10,3,70068,US,11,4,2,4,2,2,2,1,1.0380333333,,125,NEW ORLEANS,LA
115,712,280,15,MON,25,B,1,1,1,1,SOUTHWEST,BURBANK,1693,25,8,1,1,9:50 AM,12/31/1899 10:35:00 AM,1,,,2,,,,2,1,1,2,4,1,4,6,3,3,4,6,4,6,6,3,4,5,6,6,2,4,72,74,,,,3,6,3,3,4,3,0,,,4,1,,,1,5,1,,,6,3,4,5,2,,,,8,1,94044,US,2,6,1,4,2,2,2,1,1.1156485207,,45,PACIFICA,CA
116,788,296,17,WED,58,D,1,1,1,2,AMERICAN,DALLAS-FT. WORTH,1164,8,15,3,4,6:10 AM,12/31/1899 08:00:00 AM,1,,,6,,,,2,2,1,2,3,1,3,4,0,4,5,5,5,4,4,6,3,6,5,6,6,4,0,,,,,5,5,6,5,5,5,0,,,4,3,,,2,,,,,2,4,5,5,2,,,,9,1,94565,US,5,7,1,4,2,2,1,1,1.0380333333,,110,DISCOVERY BAY,CA
117,713,280,15,MON,25,B,1,1,1,2,SOUTHWEST,BURBANK,1693,25,8,1,1,9:30 AM,12/31/1899 10:35:00 AM,0,,,2,,,,1,2,2,2,1,2,1,4,6,6,6,6,6,6,6,6,6,6,6,6,6,Blank,1,,,,,5,6,6,5,5,5,0,,,5,0,,,1,5,0,,,5,5,4,5,2,,,,10,3,91001,US,10,7,2,2,2,2,2,1,1.1156485207,,65,ALTADENA,CA
118,789,296,17,WED,58,D,1,1,1,2,AMERICAN,DALLAS-FT. WORTH,1164,8,15,3,4,6:30 AM,12/31/1899 08:00:00 AM,1,,,1,,,1,1,1,1,0,3,1,3,3,3,3,5,4,5,5,5,2,4,3,6,5,6,4,0,,,,,5,6,6,4,4,4,0,,,5,0,,,1,4,0,,,2,3,0,5,2,,,,10,1,,,90,4,1,2,2,4,1,1,1.0380333333,,90,,
119,714,280,15,MON,25,B,1,1,1,2,SOUTHWEST,BURBANK,1693,25,8,1,1,9:15 AM,12/31/1899 10:35:00 AM,3,,,1,,,4,2,2,2,1,6,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,5,5,5,5,5,5,0,,,4,0,,,2,,,,,6,5,5,5,2,,,,10,1,94066,US,2,4,1,3,3,2,1,1,1.1156485207,,80,SAN BRUNO,CA
